rank,variant,word,sentence,tags
260,3,mañana,¿Qué harás {{mañana}} después de clase?,frequency;generated;spanish
261,1,pasa,¿Qué {{pasa}} aquí?,frequency;generated;spanish
261,2,pasa,El autobús {{pasa}} cada hora.,frequency;generated;spanish
261,3,pasa,El tiempo {{pasa}} rápido.,frequency;generated;spanish
262,1,semana,Trabajo cuatro días por {{semana}}.,frequency;generated;spanish
262,2,semana,Nos mudamos la próxima {{semana}}.,frequency;generated;spanish
262,3,semana,Que tengas una buena {{semana}}.,frequency;generated;spanish
263,1,tienes,¿Cuántos años {{tienes}}?,frequency;generated;spanish
263,2,tienes,No {{tienes}} que pagar.,frequency;generated;spanish
263,3,tienes,Hoy {{tienes}} buena cara.,frequency;generated;spanish
264,1,claro,El cielo está {{claro}}.,frequency;generated;spanish
264,2,claro,¿Puedes hablar más {{claro}}?,frequency;generated;spanish
264,3,claro,¿Puedo pasar? ¡{{claro}} que sí!,frequency;generated;spanish
265,1,dinero,No llevo {{dinero}} en efectivo.,frequency;generated;spanish
265,2,dinero,Estoy ahorrando {{dinero}} para viajar.,frequency;generated;spanish
265,3,dinero,¿Cuánto {{dinero}} necesitas?,frequency;generated;spanish
266,1,social,Mi abuelo tiene una vida {{social}} activa.,frequency;generated;spanish
266,2,social,El desempleo es un problema {{social}}.,frequency;generated;spanish
266,3,social,Ella trabaja en un centro {{social}}.,frequency;generated;spanish
267,1,ejemplo,Dame un {{ejemplo}}.,frequency;generated;spanish
267,2,ejemplo,Aprendemos con tu {{ejemplo}}.,frequency;generated;spanish
267,3,ejemplo,"Me gusta la fruta, por {{ejemplo}}, el mango.",frequency;generated;spanish
268,1,estados,El país tiene varios {{estados}}.,frequency;generated;spanish
268,2,estados,El agua puede estar en tres {{estados}}.,frequency;generated;spanish
268,3,estados,Sus {{estados}} de ánimo cambian mucho.,frequency;generated;spanish
269,1,horas,Dormí ocho {{horas}}.,frequency;generated;spanish
269,2,horas,El viaje dura dos {{horas}}.,frequency;generated;spanish
269,3,horas,Pasaron varias {{horas}} sin noticias.,frequency;generated;spanish
270,1,igual,Tu mochila es {{igual}} a la mía.,frequency;generated;spanish
270,2,igual,Me da {{igual}} dónde comamos.,frequency;generated;spanish
270,3,igual,Los dos hermanos hablan {{igual}}.,frequency;generated;spanish
271,1,millones,Allí viven dos {{millones}} de personas.,frequency;generated;spanish
271,2,millones,El proyecto cuesta {{millones}} de pesos.,frequency;generated;spanish
271,3,millones,Hay {{millones}} de estrellas.,frequency;generated;spanish
272,1,número,¿Cuál es tu {{número}} de teléfono?,frequency;generated;spanish
272,2,número,Escribe un {{número}} del uno al diez.,frequency;generated;spanish
272,3,número,Vivo en el {{número}} ocho.,frequency;generated;spanish
273,1,ti,Este regalo es para {{ti}}.,frequency;generated;spanish
273,2,ti,Confío en {{ti}}.,frequency;generated;spanish
273,3,ti,El niño está detrás de {{ti}}.,frequency;generated;spanish
274,1,algunas,Compré {{algunas}} manzanas.,frequency;generated;spanish
274,2,algunas,{{Algunas}} veces llego tarde.,frequency;generated;spanish
274,3,algunas,Solo conozco a {{algunas}} de ellas.,frequency;generated;spanish
275,1,hablar,¿Podemos {{hablar}} un momento?,frequency;generated;spanish
275,2,hablar,El bebé está aprendiendo a {{hablar}}.,frequency;generated;spanish
275,3,hablar,No quiero {{hablar}} de eso.,frequency;generated;spanish
276,1,hora,¿Qué {{hora}} es?,frequency;generated;spanish
276,2,hora,Te espero desde hace una {{hora}}.,frequency;generated;spanish
276,3,hora,Ya es {{hora}} de dormir.,frequency;generated;spanish
277,1,madre,Mi {{madre}} es profesora.,frequency;generated;spanish
277,2,madre,Llama a tu {{madre}}.,frequency;generated;spanish
277,3,madre,La {{madre}} abraza al bebé.,frequency;generated;spanish
278,1,señor,Ese {{señor}} es mi vecino.,frequency;generated;spanish
278,2,señor,"Buenos días, {{señor}} López.",frequency;generated;spanish
278,3,señor,"¿Puede ayudarme, {{señor}}?",frequency;generated;spanish
279,1,siendo,Ella sigue {{siendo}} mi amiga.,frequency;generated;spanish
279,2,siendo,El viaje está {{siendo}} difícil.,frequency;generated;spanish
279,3,siendo,Estás {{siendo}} muy amable.,frequency;generated;spanish
280,1,centro,Vivo cerca del {{centro}}.,frequency;generated;spanish
280,2,centro,Pon la mesa en el {{centro}}.,frequency;generated;spanish
280,3,centro,Hay un {{centro}} de salud aquí.,frequency;generated;spanish
281,1,derecho,Me duele el brazo {{derecho}}.,frequency;generated;spanish
281,2,derecho,Tienes {{derecho}} a descansar.,frequency;generated;spanish
281,3,derecho,Estudia {{derecho}} en la universidad.,frequency;generated;spanish
282,1,falta,Hace {{falta}} más agua.,frequency;generated;spanish
282,2,falta,No {{falta}} mucho para llegar.,frequency;generated;spanish
282,3,falta,No puedo ir por {{falta}} de tiempo.,frequency;generated;spanish
283,1,grandes,Estos zapatos me quedan {{grandes}}.,frequency;generated;spanish
283,2,grandes,Mis abuelos tienen {{grandes}} planes.,frequency;generated;spanish
283,3,grandes,Las ventanas son muy {{grandes}}.,frequency;generated;spanish
284,1,haciendo,¿Qué estás {{haciendo}}?,frequency;generated;spanish
284,2,haciendo,Estoy {{haciendo}} la cena.,frequency;generated;spanish
284,3,haciendo,Aprendemos {{haciendo}} preguntas.,frequency;generated;spanish
285,1,hombres,Esos {{hombres}} trabajan aquí.,frequency;generated;spanish
285,2,hombres,Hay tres {{hombres}} en la fila.,frequency;generated;spanish
285,3,hombres,Los {{hombres}} también lloran.,frequency;generated;spanish
286,1,nuestros,Estos son {{nuestros}} hijos.,frequency;generated;spanish
286,2,nuestros,Debemos aprender de {{nuestros}} errores.,frequency;generated;spanish
286,3,nuestros,Los asientos son {{nuestros}}.,frequency;generated;spanish
287,1,puedes,¿{{Puedes}} ayudarme?,frequency;generated;spanish
287,2,puedes,Aquí {{puedes}} pagar con tarjeta.,frequency;generated;spanish
287,3,puedes,No {{puedes}} estacionar allí.,frequency;generated;spanish
288,1,amigos,Voy al cine con mis {{amigos}}.,frequency;generated;spanish
288,2,amigos,Somos {{amigos}} desde niños.,frequency;generated;spanish
288,3,amigos,Hice nuevos {{amigos}} en clase.,frequency;generated;spanish
289,1,buenos,Tengo {{buenos}} recuerdos de ese viaje.,frequency;generated;spanish
289,2,buenos,Estos zapatos son {{buenos}} para caminar.,frequency;generated;spanish
289,3,buenos,"¡{{Buenos}} días, vecinos!",frequency;generated;spanish
290,1,cambio,¿Tienes {{cambio}} de cien pesos?,frequency;generated;spanish
290,2,cambio,Necesito un {{cambio}} de ropa.,frequency;generated;spanish
290,3,cambio,"Yo cocino; a {{cambio}}, tú lavas.",frequency;generated;spanish
291,1,idea,Tengo una {{idea}}.,frequency;generated;spanish
291,2,idea,No tengo {{idea}} de dónde está.,frequency;generated;spanish
291,3,idea,¿Qué te parece esta {{idea}}?,frequency;generated;spanish
292,1,mierda,¡Qué {{mierda}} de día!,frequency;generated;spanish
292,2,mierda,El perro dejó {{mierda}} en el jardín.,frequency;generated;spanish
292,3,mierda,Todo se fue a la {{mierda}}.,frequency;generated;spanish
293,1,muerte,La {{muerte}} de mi abuelo me dolió.,frequency;generated;spanish
293,2,muerte,El frío causó la {{muerte}} de la planta.,frequency;generated;spanish
293,3,muerte,Tiene miedo a la {{muerte}}.,frequency;generated;spanish
294,1,problemas,Tengo {{problemas}} para dormir.,frequency;generated;spanish
294,2,problemas,El mecánico encontró dos {{problemas}}.,frequency;generated;spanish
294,3,problemas,No quiero causarte {{problemas}}.,frequency;generated;spanish
295,1,tarde,Llegamos {{tarde}}.,frequency;generated;spanish
295,2,tarde,Te llamo por la {{tarde}}.,frequency;generated;spanish
295,3,tarde,Ya es {{tarde}} para salir.,frequency;generated;spanish
296,1,tras,El gato corrió {{tras}} el ratón.,frequency;generated;spanish
296,2,tras,Volvió a casa {{tras}} el viaje.,frequency;generated;spanish
296,3,tras,Lo intentó día {{tras}} día.,frequency;generated;spanish
297,1,través,La luz entra a {{través}} de la ventana.,frequency;generated;spanish
297,2,través,Hablamos a {{través}} de una pantalla.,frequency;generated;spanish
297,3,través,Aprendió a {{través}} de la práctica.,frequency;generated;spanish
298,1,tú,"¿Y {{tú}}, cómo estás?",frequency;generated;spanish
298,2,tú,Lo decides {{tú}}.,frequency;generated;spanish
298,3,tú,Mi hermano es mayor que {{tú}}.,frequency;generated;spanish
299,1,meses,El bebé tiene seis {{meses}}.,frequency;generated;spanish
299,2,meses,No te veo desde hace {{meses}}.,frequency;generated;spanish
299,3,meses,Estudiaré aquí tres {{meses}}.,frequency;generated;spanish
300,1,podría,¿Me {{podría}} ayudar?,frequency;generated;spanish
300,2,podría,Mañana {{podría}} llover.,frequency;generated;spanish
300,3,podría,"Con más tiempo, {{podría}} terminarlo.",frequency;generated;spanish
301,1,realidad,"En {{realidad}}, no tengo hambre.",frequency;generated;spanish
301,2,realidad,Su sueño se hizo {{realidad}}.,frequency;generated;spanish
301,3,realidad,La {{realidad}} es diferente.,frequency;generated;spanish
302,1,algún,¿Hay {{algún}} baño cerca?,frequency;generated;spanish
302,2,algún,Quiero viajar a Perú {{algún}} día.,frequency;generated;spanish
302,3,algún,Debe haber {{algún}} error.,frequency;generated;spanish
303,1,amor,Te lo digo con {{amor}}.,frequency;generated;spanish
303,2,amor,Siente mucho {{amor}} por sus hijos.,frequency;generated;spanish
303,3,amor,El {{amor}} no se compra.,frequency;generated;spanish
304,1,dicho,Ya te he {{dicho}} la verdad.,frequency;generated;spanish
304,2,dicho,Nunca había {{dicho}} eso.,frequency;generated;spanish
304,3,dicho,Lo {{dicho}} está claro.,frequency;generated;spanish
305,1,eran,Mis vecinos {{eran}} músicos.,frequency;generated;spanish
305,2,eran,Antes las calles {{eran}} tranquilas.,frequency;generated;spanish
305,3,eran,Ya {{eran}} las diez cuando salimos.,frequency;generated;spanish
306,1,frente,El banco está {{frente}} a la escuela.,frequency;generated;spanish
306,2,frente,Me golpeé la {{frente}}.,frequency;generated;spanish
306,3,frente,Se sentó {{frente}} a mí.,frequency;generated;spanish
307,1,incluso,"Todos vinieron, {{incluso}} mi abuelo.",frequency;generated;spanish
307,2,incluso,Aquí hace frío {{incluso}} en verano.,frequency;generated;spanish
307,3,incluso,Es {{incluso}} más fácil de lo que pensaba.,frequency;generated;spanish
308,1,primero,Lávate las manos {{primero}}.,frequency;generated;spanish
308,2,primero,Yo llegué {{primero}}.,frequency;generated;spanish
308,3,primero,Lo {{primero}} es tu salud.,frequency;generated;spanish
309,1,real,¿El diamante es {{real}}?,frequency;generated;spanish
309,2,real,La historia está basada en un hecho {{real}}.,frequency;generated;spanish
309,3,real,Visitamos el palacio {{real}}.,frequency;generated;spanish
310,1,vas,¿Cómo {{vas}} al trabajo?,frequency;generated;spanish
310,2,vas,¿Te {{vas}} tan pronto?,frequency;generated;spanish
310,3,vas,Hoy {{vas}} a aprender algo nuevo.,frequency;generated;spanish
311,1,cuatro,La mesa tiene {{cuatro}} patas.,frequency;generated;spanish
311,2,cuatro,Nos vemos a las {{cuatro}}.,frequency;generated;spanish
311,3,cuatro,Compré {{cuatro}} entradas.,frequency;generated;spanish
312,1,desarrollo,El juego ayuda al {{desarrollo}} infantil.,frequency;generated;spanish
312,2,desarrollo,El proyecto está en {{desarrollo}}.,frequency;generated;spanish
312,3,desarrollo,La ciudad creció con el {{desarrollo}} del comercio.,frequency;generated;spanish
313,1,hijo,Mi {{hijo}} tiene cinco años.,frequency;generated;spanish
313,2,hijo,¿Cómo se llama tu {{hijo}}?,frequency;generated;spanish
313,3,hijo,Es el {{hijo}} de mi vecina.,frequency;generated;spanish
314,1,sociedad,Todos somos parte de la {{sociedad}}.,frequency;generated;spanish
314,2,sociedad,La {{sociedad}} está cambiando.,frequency;generated;spanish
314,3,sociedad,Abrieron una tienda en {{sociedad}}.,frequency;generated;spanish
315,1,tema,No quiero hablar de ese {{tema}}.,frequency;generated;spanish
315,2,tema,¿Cuál es el {{tema}} de la clase?,frequency;generated;spanish
315,3,tema,Cambiemos de {{tema}}.,frequency;generated;spanish
316,1,varios,Esperé {{varios}} minutos.,frequency;generated;spanish
316,2,varios,Tengo {{varios}} libros sobre cocina.,frequency;generated;spanish
316,3,varios,Lo intenté {{varios}} días seguidos.,frequency;generated;spanish
317,1,esas,¿De quién son {{esas}} llaves?,frequency;generated;spanish
317,2,esas,No digas {{esas}} cosas.,frequency;generated;spanish
317,3,esas,En {{esas}} casas viven mis amigos.,frequency;generated;spanish
318,1,mí,Esto es para {{mí}}.,frequency;generated;spanish
318,2,mí,El gato duerme junto a {{mí}}.,frequency;generated;spanish
318,3,mí,Puedes confiar en {{mí}}.,frequency;generated;spanish
319,1,nivel,El {{nivel}} del agua subió.,frequency;generated;spanish
319,2,nivel,¿Qué {{nivel}} de español tienes?,frequency;generated;spanish
319,3,nivel,La casa está al {{nivel}} de la calle.,frequency;generated;spanish
320,1,niños,Los {{niños}} están jugando.,frequency;generated;spanish
320,2,niños,Este libro es para {{niños}}.,frequency;generated;spanish
320,3,niños,Mis hermanos tienen dos {{niños}}.,frequency;generated;spanish
321,1,seguro,¿Estás {{seguro}} de eso?,frequency;generated;spanish
321,2,seguro,Este barrio es {{seguro}}.,frequency;generated;spanish
321,3,seguro,Necesito un {{seguro}} de viaje.,frequency;generated;spanish
322,1,sería,Eso {{sería}} maravilloso.,frequency;generated;spanish
322,2,sería,"Sin ti, todo {{sería}} más difícil.",frequency;generated;spanish
322,3,sería,¿{{Sería}} posible cambiar la fecha?,frequency;generated;spanish
323,1,hacen,¿Qué {{hacen}} tus padres?,frequency;generated;spanish
323,2,hacen,Estos zapatos me {{hacen}} daño.,frequency;generated;spanish
323,3,hacen,Mis vecinos {{hacen}} mucho ruido.,frequency;generated;spanish
324,1,hemos,Ya {{hemos}} llegado.,frequency;generated;spanish
324,2,hemos,Nunca {{hemos}} visto algo así.,frequency;generated;spanish
324,3,hemos,Hoy {{hemos}} caminado mucho.,frequency;generated;spanish
325,1,juego,¿Cómo se llama este {{juego}}?,frequency;generated;spanish
325,2,juego,El {{juego}} empieza a las ocho.,frequency;generated;spanish
325,3,juego,Es un {{juego}} de mesa.,frequency;generated;spanish
326,1,llegar,¿Cómo puedo {{llegar}} al hotel?,frequency;generated;spanish
326,2,llegar,Espero {{llegar}} temprano.,frequency;generated;spanish
326,3,llegar,Acabo de {{llegar}}.,frequency;generated;spanish
327,1,mano,Levanta la {{mano}}.,frequency;generated;spanish
327,2,mano,Lo hizo a {{mano}}.,frequency;generated;spanish
327,3,mano,¿Me das una {{mano}} con esto?,frequency;generated;spanish
328,1,paso,Da un {{paso}} adelante.,frequency;generated;spanish
328,2,paso,El primer {{paso}} es llamar.,frequency;generated;spanish
328,3,paso,"Déjame {{paso}}, por favor.",frequency;generated;spanish
329,1,posible,¿Es {{posible}} pagar después?,frequency;generated;spanish
329,2,posible,Haré todo lo {{posible}}.,frequency;generated;spanish
329,3,posible,Ven lo antes {{posible}}.,frequency;generated;spanish
330,1,proyecto,Tengo un {{proyecto}} nuevo.,frequency;generated;spanish
330,2,proyecto,El {{proyecto}} empieza mañana.,frequency;generated;spanish
330,3,proyecto,Trabajamos juntos en el {{proyecto}}.,frequency;generated;spanish
331,1,sigue,Mi padre {{sigue}} trabajando.,frequency;generated;spanish
331,2,sigue,El museo {{sigue}} cerrado.,frequency;generated;spanish
331,3,sigue,{{Sigue}} recto hasta la esquina.,frequency;generated;spanish
332,1,somos,Nosotros {{somos}} vecinos.,frequency;generated;spanish
332,2,somos,Hoy {{somos}} cinco para cenar.,frequency;generated;spanish
332,3,somos,No {{somos}} iguales.,frequency;generated;spanish
333,1,unidos,Seguimos {{unidos}} a pesar de la distancia.,frequency;generated;spanish
333,2,unidos,Los dos pueblos están {{unidos}} por un puente.,frequency;generated;spanish
333,3,unidos,Los vecinos trabajan {{unidos}}.,frequency;generated;spanish
334,1,uso,El teléfono es de {{uso}} personal.,frequency;generated;spanish
334,2,uso,Lee las instrucciones de {{uso}}.,frequency;generated;spanish
334,3,uso,El ascensor está fuera de {{uso}}.,frequency;generated;spanish
335,1,artículo,Leí un {{artículo}} sobre salud.,frequency;generated;spanish
335,2,artículo,Este {{artículo}} está en oferta.,frequency;generated;spanish
335,3,artículo,Falta un {{artículo}} en mi pedido.,frequency;generated;spanish
336,1,cerca,Vivo {{cerca}} de aquí.,frequency;generated;spanish
336,2,cerca,No te acerques tanto; estás muy {{cerca}}.,frequency;generated;spanish
336,3,cerca,Saltó la {{cerca}} del jardín.,frequency;generated;spanish
337,1,cierto,¿Es {{cierto}} lo que dicen?,frequency;generated;spanish
337,2,cierto,"Por {{cierto}}, llamó tu hermana.",frequency;generated;spanish
337,3,cierto,"Hasta {{cierto}} punto, tienes razón.",frequency;generated;spanish
338,1,grande,Necesito una talla más {{grande}}.,frequency;generated;spanish
338,2,grande,Mi hijo ya está {{grande}}.,frequency;generated;spanish
338,3,grande,Tengo un problema {{grande}}.,frequency;generated;spanish
339,1,países,He visitado tres {{países}}.,frequency;generated;spanish
339,2,países,Estos {{países}} comparten un río.,frequency;generated;spanish
339,3,países,Vienen personas de muchos {{países}}.,frequency;generated;spanish
340,1,quién,¿{{Quién}} llamó?,frequency;generated;spanish
340,2,quién,No sé {{quién}} vive aquí.,frequency;generated;spanish
340,3,quién,¿Con {{quién}} vas al cine?,frequency;generated;spanish
341,1,razón,Tienes {{razón}}.,frequency;generated;spanish
341,2,razón,¿Cuál es la {{razón}} del cambio?,frequency;generated;spanish
341,3,razón,Lo hice por una buena {{razón}}.,frequency;generated;spanish
342,1,sabe,Mi hermana {{sabe}} nadar.,frequency;generated;spanish
342,2,sabe,¿Alguien {{sabe}} la respuesta?,frequency;generated;spanish
342,3,sabe,La sopa {{sabe}} a ajo.,frequency;generated;spanish
343,1,todavía,El café está {{todavía}} caliente.,frequency;generated;spanish
343,2,todavía,No he terminado {{todavía}}.,frequency;generated;spanish
343,3,todavía,¿{{Todavía}} tienes ese libro?,frequency;generated;spanish
344,1,amigo,Voy a visitar a un {{amigo}}.,frequency;generated;spanish
344,2,amigo,Mi mejor {{amigo}} vive lejos.,frequency;generated;spanish
344,3,amigo,Ese perro es muy {{amigo}} de los niños.,frequency;generated;spanish
345,1,mayoría,La {{mayoría}} llegó temprano.,frequency;generated;spanish
345,2,mayoría,Ganaron por {{mayoría}}.,frequency;generated;spanish
345,3,mayoría,La {{mayoría}} de mis amigos cocina bien.,frequency;generated;spanish
346,1,padre,Mi {{padre}} trabaja en un hospital.,frequency;generated;spanish
346,2,padre,Acaba de ser {{padre}}.,frequency;generated;spanish
346,3,padre,Ese señor es el {{padre}} de Ana.,frequency;generated;spanish
347,1,salir,¿Quieres {{salir}} a caminar?,frequency;generated;spanish
347,2,salir,Tenemos que {{salir}} temprano.,frequency;generated;spanish
347,3,salir,No puedo {{salir}} de aquí.,frequency;generated;spanish
348,1,seguridad,Usa el cinturón de {{seguridad}}.,frequency;generated;spanish
348,2,seguridad,Lo digo por tu {{seguridad}}.,frequency;generated;spanish
348,3,seguridad,Habla con {{seguridad}}.,frequency;generated;spanish
349,1,tierra,La planta necesita más {{tierra}}.,frequency;generated;spanish
349,2,tierra,El barco se acerca a {{tierra}}.,frequency;generated;spanish
349,3,tierra,Mi abuelo trabaja la {{tierra}}.,frequency;generated;spanish
350,1,visto,¿Has {{visto}} mis llaves?,frequency;generated;spanish
350,2,visto,Nunca había {{visto}} el mar.,frequency;generated;spanish
350,3,visto,"Por lo {{visto}}, va a llover.",frequency;generated;spanish
351,1,único,Es mi {{único}} abrigo.,frequency;generated;spanish
351,2,único,Soy el {{único}} que llegó.,frequency;generated;spanish
351,3,único,Cada niño es {{único}}.,frequency;generated;spanish
352,1,cuerpo,Me duele todo el {{cuerpo}}.,frequency;generated;spanish
352,2,cuerpo,El agua es buena para el {{cuerpo}}.,frequency;generated;spanish
352,3,cuerpo,El médico examinó mi {{cuerpo}}.,frequency;generated;spanish
353,1,programa,¿A qué hora empieza el {{programa}}?,frequency;generated;spanish
353,2,programa,Instalé un {{programa}} nuevo.,frequency;generated;spanish
353,3,programa,El museo tiene un {{programa}} para niños.,frequency;generated;spanish
354,1,segundo,Vivo en el {{segundo}} piso.,frequency;generated;spanish
354,2,segundo,Espera un {{segundo}}.,frequency;generated;spanish
354,3,segundo,Llegó en {{segundo}} lugar.,frequency;generated;spanish
355,1,unas,Compré {{unas}} flores.,frequency;generated;spanish
355,2,unas,Llegamos hace {{unas}} horas.,frequency;generated;spanish
355,3,unas,Puse {{unas}} sillas afuera.,frequency;generated;spanish
356,1,universidad,Estudio en la {{universidad}}.,frequency;generated;spanish
356,2,universidad,Mi hermana entra a la {{universidad}} este año.,frequency;generated;spanish
356,3,universidad,La {{universidad}} queda cerca.,frequency;generated;spanish
357,1,último,Tomamos el {{último}} tren.,frequency;generated;spanish
357,2,último,Es mi {{último}} día aquí.,frequency;generated;spanish
357,3,último,Dejé el postre para el {{último}} momento.,frequency;generated;spanish
358,1,cabeza,Me duele la {{cabeza}}.,frequency;generated;spanish
358,2,cabeza,Agacha la {{cabeza}}.,frequency;generated;spanish
358,3,cabeza,No me lo puedo sacar de la {{cabeza}}.,frequency;generated;spanish
359,1,foto,¿Nos tomas una {{foto}}?,frequency;generated;spanish
359,2,foto,Saliste bien en la {{foto}}.,frequency;generated;spanish
359,3,foto,Esta {{foto}} es de mi infancia.,frequency;generated;spanish
360,1,haya,Espero que {{haya}} pan.,frequency;generated;spanish
360,2,haya,No creo que {{haya}} llegado.,frequency;generated;spanish
360,3,haya,Ojalá {{haya}} lugar para todos.,frequency;generated;spanish
361,1,internacional,Este es un vuelo {{internacional}}.,frequency;generated;spanish
361,2,internacional,Trabaja en una empresa {{internacional}}.,frequency;generated;spanish
361,3,internacional,Participó en un concurso {{internacional}}.,frequency;generated;spanish
362,1,mil,La bicicleta cuesta {{mil}} pesos.,frequency;generated;spanish
362,2,mil,Más de {{mil}} personas vinieron.,frequency;generated;spanish
362,3,mil,Te lo he dicho {{mil}} veces.,frequency;generated;spanish
363,1,palabras,No entiendo estas {{palabras}}.,frequency;generated;spanish
363,2,palabras,Escribe tu nombre en dos {{palabras}}.,frequency;generated;spanish
363,3,palabras,Me quedé sin {{palabras}}.,frequency;generated;spanish
364,1,pasar,¿Puedo {{pasar}}?,frequency;generated;spanish
364,2,pasar,Quiero {{pasar}} tiempo contigo.,frequency;generated;spanish
364,3,pasar,Eso le puede {{pasar}} a cualquiera.,frequency;generated;spanish
365,1,público,Prefiero el transporte {{público}}.,frequency;generated;spanish
365,2,público,Me da miedo hablar en {{público}}.,frequency;generated;spanish
365,3,público,El {{público}} aplaudió.,frequency;generated;spanish
366,1,seguir,Debes {{seguir}} las instrucciones.,frequency;generated;spanish
366,2,seguir,Quiero {{seguir}} estudiando.,frequency;generated;spanish
366,3,seguir,No puedo {{seguir}} ese ritmo.,frequency;generated;spanish
367,1,servicio,El {{servicio}} fue muy bueno.,frequency;generated;spanish
367,2,servicio,El ascensor está fuera de {{servicio}}.,frequency;generated;spanish
367,3,servicio,¿El precio incluye el {{servicio}}?,frequency;generated;spanish
368,1,situación,La {{situación}} está mejorando.,frequency;generated;spanish
368,2,situación,Entiendo tu {{situación}}.,frequency;generated;spanish
368,3,situación,No quiero estar en esa {{situación}}.,frequency;generated;spanish
369,1,ayuda,Necesito {{ayuda}}.,frequency;generated;spanish
369,2,ayuda,Gracias por tu {{ayuda}}.,frequency;generated;spanish
369,3,ayuda,La {{ayuda}} llegó a tiempo.,frequency;generated;spanish
370,1,libro,Estoy leyendo un {{libro}}.,frequency;generated;spanish
370,2,libro,Devuelve el {{libro}} a la biblioteca.,frequency;generated;spanish
370,3,libro,¿De qué trata ese {{libro}}?,frequency;generated;spanish
371,1,siguiente,Bajamos en la {{siguiente}} parada.,frequency;generated;spanish
371,2,siguiente,"Al día {{siguiente}}, volvió.",frequency;generated;spanish
371,3,siguiente,¿Quién es el {{siguiente}}?,frequency;generated;spanish
372,1,veo,No {{veo}} bien sin lentes.,frequency;generated;spanish
372,2,veo,Te {{veo}} cansado.,frequency;generated;spanish
372,3,veo,Ahora {{veo}} cuál es el problema.,frequency;generated;spanish
373,1,datos,Revisa tus {{datos}}.,frequency;generated;spanish
373,2,datos,No tengo {{datos}} en el teléfono.,frequency;generated;spanish
373,3,datos,Necesitamos más {{datos}} para decidir.,frequency;generated;spanish
374,1,dejar,¿Puedo {{dejar}} mi bolsa aquí?,frequency;generated;spanish
374,2,dejar,Quiero {{dejar}} de fumar.,frequency;generated;spanish
374,3,dejar,No te voy a {{dejar}} solo.,frequency;generated;spanish
375,1,educación,Todos necesitan una buena {{educación}}.,frequency;generated;spanish
375,2,educación,La {{educación}} empieza en casa.,frequency;generated;spanish
375,3,educación,Trabaja en {{educación}} infantil.,frequency;generated;spanish
376,1,proceso,El {{proceso}} dura diez minutos.,frequency;generated;spanish
376,2,proceso,Aprender es un {{proceso}} lento.,frequency;generated;spanish
376,3,proceso,El pedido está en {{proceso}}.,frequency;generated;spanish
377,1,sentido,Eso no tiene {{sentido}}.,frequency;generated;spanish
377,2,sentido,Perdió el {{sentido}} del olfato.,frequency;generated;spanish
377,3,sentido,El autobús va en {{sentido}} contrario.,frequency;generated;spanish
378,1,cinco,Tengo {{cinco}} dedos en cada mano.,frequency;generated;spanish
378,2,cinco,Llegaré en {{cinco}} minutos.,frequency;generated;spanish
378,3,cinco,La tienda cierra a las {{cinco}}.,frequency;generated;spanish
379,1,clase,Tengo {{clase}} de español.,frequency;generated;spanish
379,2,clase,¿Qué {{clase}} de pan quieres?,frequency;generated;spanish
379,3,clase,Hoy vino toda la {{clase}}.,frequency;generated;spanish
380,1,cuanto,Te llamaré en {{cuanto}} llegue.,frequency;generated;spanish
380,2,cuanto,Come {{cuanto}} quieras.,frequency;generated;spanish
380,3,cuanto,"En {{cuanto}} al precio, podemos hablar.",frequency;generated;spanish
381,1,derechos,Todos tenemos {{derechos}}.,frequency;generated;spanish
381,2,derechos,Debemos conocer nuestros {{derechos}}.,frequency;generated;spanish
381,3,derechos,El libro explica los {{derechos}} del trabajador.,frequency;generated;spanish
382,1,ello,Gracias por {{ello}}.,frequency;generated;spanish
382,2,ello,Estoy trabajando en {{ello}}.,frequency;generated;spanish
382,3,ello,"A pesar de {{ello}}, siguió adelante.",frequency;generated;spanish
383,1,estás,¿Cómo {{estás}}?,frequency;generated;spanish
383,2,estás,Hoy {{estás}} muy callado.,frequency;generated;spanish
383,3,estás,¿{{Estás}} usando esta silla?,frequency;generated;spanish
384,1,hijos,Tengo dos {{hijos}}.,frequency;generated;spanish
384,2,hijos,Sus {{hijos}} ya son adultos.,frequency;generated;spanish
384,3,hijos,Cuida a los {{hijos}} de su vecina.,frequency;generated;spanish
385,1,mes,Nos mudamos el próximo {{mes}}.,frequency;generated;spanish
385,2,mes,Pago el alquiler una vez al {{mes}}.,frequency;generated;spanish
385,3,mes,¿En qué {{mes}} naciste?,frequency;generated;spanish
386,1,usted,¿Cómo está {{usted}}?,frequency;generated;spanish
386,2,usted,Esto es para {{usted}}.,frequency;generated;spanish
386,3,usted,¿Es {{usted}} el doctor?,frequency;generated;spanish
387,1,largo,El viaje fue {{largo}}.,frequency;generated;spanish
387,2,largo,Tengo el pelo {{largo}}.,frequency;generated;spanish
387,3,largo,Caminamos a lo {{largo}} del río.,frequency;generated;spanish
388,1,ningún,No tengo {{ningún}} problema.,frequency;generated;spanish
388,2,ningún,No conozco a {{ningún}} médico aquí.,frequency;generated;spanish
388,3,ningún,No vino {{ningún}} autobús.,frequency;generated;spanish
389,1,orden,Pon tus cosas en {{orden}}.,frequency;generated;spanish
389,2,orden,La {{orden}} vino del jefe.,frequency;generated;spanish
389,3,orden,Esperen su turno en {{orden}}.,frequency;generated;spanish
