rank,variant,word,sentence,tags
266,2,vielen,Ich wohne seit {{vielen}} Jahren hier.,frequency;generated;german
266,3,vielen,Er spricht mit {{vielen}} Leuten.,frequency;generated;german
267,1,worden,Das Haus ist verkauft {{worden}}.,frequency;generated;german
267,2,worden,Ich bin gestern angerufen {{worden}}.,frequency;generated;german
267,3,worden,Die Tür ist geöffnet {{worden}}.,frequency;generated;german
268,1,zwar,"Es ist {{zwar}} kalt, aber sonnig.",frequency;generated;german
268,2,zwar,"Ich komme, und {{zwar}} morgen.",frequency;generated;german
268,3,zwar,"Er ist {{zwar}} jung, aber erfahren.",frequency;generated;german
269,1,allerdings,Das stimmt {{allerdings}}.,frequency;generated;german
269,2,allerdings,"Ich helfe dir, {{allerdings}} erst morgen.",frequency;generated;german
269,3,allerdings,"Das ist schön, {{allerdings}} nicht billig.",frequency;generated;german
270,1,art,Welche {{Art}} von Musik magst du?,frequency;generated;german
270,2,art,Ich mag seine ruhige {{Art}}.,frequency;generated;german
270,3,art,Das ist eine seltene {{Art}} Vogel.,frequency;generated;german
271,1,schnell,Komm bitte {{schnell}}.,frequency;generated;german
271,2,schnell,Der Zug ist sehr {{schnell}}.,frequency;generated;german
271,3,schnell,Das ging aber {{schnell}}!,frequency;generated;german
272,1,sollen,Was {{sollen}} wir machen?,frequency;generated;german
272,2,sollen,Die Kinder {{sollen}} schlafen.,frequency;generated;german
272,3,sollen,Morgen {{sollen}} die Gäste kommen.,frequency;generated;german
273,1,darf,{{Darf}} ich hier sitzen?,frequency;generated;german
273,2,darf,Man {{darf}} hier nicht rauchen.,frequency;generated;german
273,3,darf,Das {{darf}} nicht passieren.,frequency;generated;german
274,1,jeden,Ich laufe {{jeden}} Morgen.,frequency;generated;german
274,2,jeden,Hier kennt sie {{jeden}}.,frequency;generated;german
274,3,jeden,Auf {{jeden}} Fall komme ich.,frequency;generated;german
275,1,jemand,Ist {{jemand}} zu Hause?,frequency;generated;german
275,2,jemand,Kann mir {{jemand}} helfen?,frequency;generated;german
275,3,jemand,"Ich suche {{jemand}}, der Spanisch spricht.",frequency;generated;german
276,1,später,Wir sehen uns {{später}}.,frequency;generated;german
276,2,später,Zwei Stunden {{später}} kam er.,frequency;generated;german
276,3,später,Ich möchte {{später}} Arzt werden.,frequency;generated;german
277,1,stehen,Die Gläser {{stehen}} im Schrank.,frequency;generated;german
277,2,stehen,Wir {{stehen}} seit einer Stunde hier.,frequency;generated;german
277,3,stehen,Bleib bitte {{stehen}}.,frequency;generated;german
278,1,wollte,Ich {{wollte}} dich anrufen.,frequency;generated;german
278,2,wollte,Sie {{wollte}} als Kind Ärztin werden.,frequency;generated;german
278,3,wollte,Niemand {{wollte}} den Kuchen.,frequency;generated;german
279,1,ganze,Die {{ganze}} Familie ist da.,frequency;generated;german
279,2,ganze,Ich habe die {{ganze}} Nacht gelesen.,frequency;generated;german
279,3,ganze,Das ist eine {{ganze}} Menge.,frequency;generated;german
280,1,gerne,Ich helfe dir {{gerne}}.,frequency;generated;german
280,2,gerne,Ich koche {{gerne}}.,frequency;generated;german
280,3,gerne,"Möchtest du mitkommen? Ja, {{gerne}}.",frequency;generated;german
281,1,möchte,Ich {{möchte}} einen Kaffee.,frequency;generated;german
281,2,möchte,Wer {{möchte}} anfangen?,frequency;generated;german
281,3,möchte,Sie {{möchte}} nicht darüber reden.,frequency;generated;german
282,1,seite,Lies die nächste {{Seite}}.,frequency;generated;german
282,2,seite,Ich schlafe auf der {{Seite}}.,frequency;generated;german
282,3,seite,Ich bin auf deiner {{Seite}}.,frequency;generated;german
283,1,spiel,Das {{Spiel}} beginnt um acht.,frequency;generated;german
283,2,spiel,Kennst du dieses {{Spiel}}?,frequency;generated;german
283,3,spiel,Es ist nur ein {{Spiel}}.,frequency;generated;german
284,1,weitere,Hast du {{weitere}} Fragen?,frequency;generated;german
284,2,weitere,Wir bleiben zwei {{weitere}} Tage.,frequency;generated;german
284,3,weitere,{{Weitere}} Gäste kommen später.,frequency;generated;german
285,1,wenig,Ich habe {{wenig}} Zeit.,frequency;generated;german
285,2,wenig,Sprich ein {{wenig}} langsamer.,frequency;generated;german
285,3,wenig,Heute habe ich zu {{wenig}} gegessen.,frequency;generated;german
286,1,heißt,Wie {{heißt}} du?,frequency;generated;german
286,2,heißt,Was {{heißt}} dieses Wort?,frequency;generated;german
286,3,heißt,"Das {{heißt}}, wir müssen warten.",frequency;generated;german
287,1,liebe,Ich {{liebe}} dich.,frequency;generated;german
287,2,liebe,"Vielen Dank, {{liebe}} Anna.",frequency;generated;german
287,3,liebe,Sie kocht mit viel {{Liebe}}.,frequency;generated;german
288,1,oft,Ich gehe {{oft}} spazieren.,frequency;generated;german
288,2,oft,Wie {{oft}} kommt der Bus?,frequency;generated;german
288,3,oft,Das passiert mir {{oft}}.,frequency;generated;german
289,1,sagte,Sie {{sagte}} nichts.,frequency;generated;german
289,2,sagte,"Er {{sagte}}, dass er krank sei.",frequency;generated;german
289,3,sagte,Was {{sagte}} der Arzt?,frequency;generated;german
290,1,fragen,Darf ich dich etwas {{fragen}}?,frequency;generated;german
290,2,fragen,Wir müssen nach dem Weg {{fragen}}.,frequency;generated;german
290,3,fragen,Hast du noch {{Fragen}}?,frequency;generated;german
291,1,land,Ich wohne auf dem {{Land}}.,frequency;generated;german
291,2,land,Aus welchem {{Land}} kommst du?,frequency;generated;german
291,3,land,Das Schiff ist nah am {{Land}}.,frequency;generated;german
292,1,neben,Setz dich {{neben}} mich.,frequency;generated;german
292,2,neben,Die Bank liegt {{neben}} der Post.,frequency;generated;german
292,3,neben,{{Neben}} der Arbeit lerne ich Deutsch.,frequency;generated;german
293,1,statt,Ich nehme Tee {{statt}} Kaffee.,frequency;generated;german
293,2,statt,Der Kurs findet morgen {{statt}}.,frequency;generated;german
293,3,statt,"Ich laufe, {{statt}} den Bus zu nehmen.",frequency;generated;german
294,1,dein,Ist das {{dein}} Fahrrad?,frequency;generated;german
294,2,dein,Wie heißt {{dein}} Bruder?,frequency;generated;german
294,3,dein,{{Dein}} Essen wird kalt.,frequency;generated;german
295,1,gehört,Wem {{gehört}} diese Tasche?,frequency;generated;german
295,2,gehört,Ich habe nichts {{gehört}}.,frequency;generated;german
295,3,gehört,Das {{gehört}} nicht hierher.,frequency;generated;german
296,1,lässt,Sie {{lässt}} die Tür offen.,frequency;generated;german
296,2,lässt,Das {{lässt}} sich ändern.,frequency;generated;german
296,3,lässt,Er {{lässt}} mich nicht schlafen.,frequency;generated;german
297,1,platz,Ist hier noch {{Platz}}?,frequency;generated;german
297,2,platz,Wir treffen uns auf dem {{Platz}}.,frequency;generated;german
297,3,platz,Setz dich auf meinen {{Platz}}.,frequency;generated;german
298,1,besonders,Heute ist es {{besonders}} warm.,frequency;generated;german
298,2,besonders,Ich mag {{besonders}} den Garten.,frequency;generated;german
298,3,besonders,Das ist etwas ganz {{besonders}} Schönes.,frequency;generated;german
299,1,geschichte,Erzähl mir eine {{Geschichte}}.,frequency;generated;german
299,2,geschichte,Ich studiere {{Geschichte}}.,frequency;generated;german
299,3,geschichte,Die {{Geschichte}} endet gut.,frequency;generated;german
300,1,nehmen,Wir {{nehmen}} den Bus.,frequency;generated;german
300,2,nehmen,Darf ich den Stuhl {{nehmen}}?,frequency;generated;german
300,3,nehmen,Du musst die Tablette morgens {{nehmen}}.,frequency;generated;german
301,1,darüber,Ich möchte nicht {{darüber}} reden.,frequency;generated;german
301,2,darüber,Das Bett ist hier; das Bild hängt {{darüber}}.,frequency;generated;german
301,3,darüber,Ich freue mich {{darüber}}.,frequency;generated;german
302,1,deren,"Das ist Anna, {{deren}} Bruder ich kenne.",frequency;generated;german
302,2,deren,"Hier wohnen Kinder, {{deren}} Eltern arbeiten.",frequency;generated;german
302,3,deren,"Das ist die Firma, {{deren}} Chef er ist.",frequency;generated;german
303,1,hin,Wo gehst du {{hin}}?,frequency;generated;german
303,2,hin,Stell die Tasche {{hin}}.,frequency;generated;german
303,3,hin,Schau genau {{hin}}.,frequency;generated;german
304,1,vier,Wir sind {{vier}} Personen.,frequency;generated;german
304,2,vier,Der Tisch hat {{vier}} Beine.,frequency;generated;german
304,3,vier,Um {{vier}} bin ich fertig.,frequency;generated;german
305,1,gesagt,Das habe ich nicht {{gesagt}}.,frequency;generated;german
305,2,gesagt,Wer hat dir das {{gesagt}}?,frequency;generated;german
305,3,gesagt,Er hat kein Wort {{gesagt}}.,frequency;generated;german
306,1,guten,Ich wünsche dir einen {{guten}} Morgen.,frequency;generated;german
306,2,guten,Er hat einen {{guten}} Arzt.,frequency;generated;german
306,3,guten,Mit {{guten}} Freunden macht es Spaß.,frequency;generated;german
307,1,kurz,Der Film ist {{kurz}}.,frequency;generated;german
307,2,kurz,Kannst du {{kurz}} warten?,frequency;generated;german
307,3,kurz,Wir kamen {{kurz}} nach acht.,frequency;generated;german
308,1,meinem,Ich helfe {{meinem}} Bruder.,frequency;generated;german
308,2,meinem,Das liegt in {{meinem}} Zimmer.,frequency;generated;german
308,3,meinem,Ich fahre mit {{meinem}} Fahrrad.,frequency;generated;german
309,1,morgen,Ich komme {{morgen}}.,frequency;generated;german
309,2,morgen,Guten {{Morgen}}!,frequency;generated;german
309,3,morgen,Bis {{morgen}} muss es fertig sein.,frequency;generated;german
310,1,sonst,Was brauchst du {{sonst}} noch?,frequency;generated;german
310,2,sonst,"Beeil dich, {{sonst}} verpassen wir den Zug.",frequency;generated;german
310,3,sonst,Heute ist es ruhiger als {{sonst}}.,frequency;generated;german
311,1,unser,Das ist {{unser}} Hund.,frequency;generated;german
311,2,unser,{{Unser}} Zug kommt gleich.,frequency;generated;german
311,3,unser,Hier beginnt {{unser}} Weg.,frequency;generated;german
312,1,bekommen,Ich habe einen Brief {{bekommen}}.,frequency;generated;german
312,2,bekommen,Wo kann ich Wasser {{bekommen}}?,frequency;generated;german
312,3,bekommen,Die Kinder {{bekommen}} Hunger.,frequency;generated;german
313,1,euro,Das kostet zehn {{Euro}}.,frequency;generated;german
313,2,euro,Ich habe nur einen {{Euro}}.,frequency;generated;german
313,3,euro,Der Preis ist in {{Euro}} angegeben.,frequency;generated;german
314,1,gesehen,Hast du meine Brille {{gesehen}}?,frequency;generated;german
314,2,gesehen,Ich habe gestern einen Film {{gesehen}}.,frequency;generated;german
314,3,gesehen,So etwas habe ich noch nie {{gesehen}}.,frequency;generated;german
315,1,kleine,Das ist meine {{kleine}} Schwester.,frequency;generated;german
315,2,kleine,Ich brauche eine {{kleine}} Pause.,frequency;generated;german
315,3,kleine,Hier spielen {{kleine}} Kinder.,frequency;generated;german
316,1,spielen,Die Kinder {{spielen}} draußen.,frequency;generated;german
316,2,spielen,Kannst du Klavier {{spielen}}?,frequency;generated;german
316,3,spielen,Wir {{spielen}} heute gegen unsere Nachbarn.,frequency;generated;german
317,1,weniger,Heute ist {{weniger}} los.,frequency;generated;german
317,2,weniger,Ich möchte {{weniger}} arbeiten.,frequency;generated;german
317,3,weniger,Nimm etwas {{weniger}} Salz.,frequency;generated;german
318,1,familie,Meine {{Familie}} wohnt weit weg.,frequency;generated;german
318,2,familie,Wir essen mit der ganzen {{Familie}}.,frequency;generated;german
318,3,familie,Wie geht es deiner {{Familie}}?,frequency;generated;german
319,1,ging,Ich {{ging}} gestern zu Fuß.,frequency;generated;german
319,2,ging,Das {{ging}} sehr schnell.,frequency;generated;german
319,3,ging,Früher {{ging}} es mir besser.,frequency;generated;german
320,1,haus,Unser {{Haus}} ist alt.,frequency;generated;german
320,2,haus,Ich bleibe heute im {{Haus}}.,frequency;generated;german
320,3,haus,Vor dem {{Haus}} steht ein Baum.,frequency;generated;german
321,1,sollten,Wir {{sollten}} jetzt gehen.,frequency;generated;german
321,2,sollten,Die Kinder {{sollten}} mehr schlafen.,frequency;generated;german
321,3,sollten,Hier {{sollten}} keine Autos parken.,frequency;generated;german
322,1,arbeiten,Wo möchtest du {{arbeiten}}?,frequency;generated;german
322,2,arbeiten,Wir {{arbeiten}} zusammen.,frequency;generated;german
322,3,arbeiten,Heute muss ich nicht {{arbeiten}}.,frequency;generated;german
323,1,bild,Das {{Bild}} hängt schief.,frequency;generated;german
323,2,bild,Male ein {{Bild}}.,frequency;generated;german
323,3,bild,Auf dem {{Bild}} ist meine Familie.,frequency;generated;german
324,1,bleibt,Er {{bleibt}} heute zu Hause.,frequency;generated;german
324,2,bleibt,Das Fenster {{bleibt}} zu.,frequency;generated;german
324,3,bleibt,Wie viel Zeit {{bleibt}} uns?,frequency;generated;german
325,1,eigenen,Ich habe meinen {{eigenen}} Schlüssel.,frequency;generated;german
325,2,eigenen,Er wohnt im {{eigenen}} Haus.,frequency;generated;german
325,3,eigenen,Sie fahren mit ihren {{eigenen}} Rädern.,frequency;generated;german
326,1,je,Warst du {{je}} hier?,frequency;generated;german
326,2,je,"{{Je}} früher, desto besser.",frequency;generated;german
326,3,je,Die Kinder bekommen {{je}} zwei Äpfel.,frequency;generated;german
327,1,möglich,Ist das {{möglich}}?,frequency;generated;german
327,2,möglich,Komm so bald wie {{möglich}}.,frequency;generated;german
327,3,möglich,"Es ist {{möglich}}, dass es regnet.",frequency;generated;german
328,1,weit,Wie {{weit}} ist es noch?,frequency;generated;german
328,2,weit,Ich wohne {{weit}} weg.,frequency;generated;german
328,3,weit,Die Hose ist zu {{weit}}.,frequency;generated;german
329,1,deshalb,"Ich bin krank, {{deshalb}} bleibe ich hier.",frequency;generated;german
329,2,deshalb,Der Bus fiel aus; {{deshalb}} komme ich später.,frequency;generated;german
329,3,deshalb,Genau {{deshalb}} habe ich gefragt.,frequency;generated;german
330,1,eben,Ich habe ihn {{eben}} gesehen.,frequency;generated;german
330,2,eben,Das ist {{eben}} so.,frequency;generated;german
330,3,eben,Der Boden ist nicht {{eben}}.,frequency;generated;german
331,1,gewesen,Bist du schon dort {{gewesen}}?,frequency;generated;german
331,2,gewesen,Das wäre schön {{gewesen}}.,frequency;generated;german
331,3,gewesen,Sie ist krank {{gewesen}}.,frequency;generated;german
332,1,glaube,Ich {{glaube}} dir.,frequency;generated;german
332,2,glaube,"Ich {{glaube}}, es regnet.",frequency;generated;german
332,3,glaube,Der {{Glaube}} gibt ihm Kraft.,frequency;generated;german
333,1,minuten,Warte fünf {{Minuten}}.,frequency;generated;german
333,2,minuten,Der Film dauert neunzig {{Minuten}}.,frequency;generated;german
333,3,minuten,Es fehlen nur noch zwei {{Minuten}}.,frequency;generated;german
334,1,polizei,Ruf die {{Polizei}}!,frequency;generated;german
334,2,polizei,Meine Schwester arbeitet bei der {{Polizei}}.,frequency;generated;german
334,3,polizei,Die {{Polizei}} hat das Fahrrad gefunden.,frequency;generated;german
335,1,außerdem,Ich brauche {{außerdem}} Milch.,frequency;generated;german
335,2,außerdem,"Es regnet, und {{außerdem}} ist es kalt.",frequency;generated;german
335,3,außerdem,Was möchtest du {{außerdem}} wissen?,frequency;generated;german
336,1,beide,Wir sind {{beide}} müde.,frequency;generated;german
336,2,beide,Nimm {{beide}} Taschen.,frequency;generated;german
336,3,beide,Ich mag {{beide}} Farben.,frequency;generated;german
337,1,findet,Wo {{findet}} der Kurs statt?,frequency;generated;german
337,2,findet,Sie {{findet}} ihren Schlüssel nicht.,frequency;generated;german
337,3,findet,Er {{findet}} das lustig.,frequency;generated;german
338,1,ganzen,Ich habe den {{ganzen}} Tag gearbeitet.,frequency;generated;german
338,2,ganzen,Wir teilen den Kuchen mit der {{ganzen}} Familie.,frequency;generated;german
338,3,ganzen,Sie hat den {{ganzen}} Apfel gegessen.,frequency;generated;german
339,1,leider,Ich habe {{leider}} keine Zeit.,frequency;generated;german
339,2,leider,Das weiß ich {{leider}} nicht.,frequency;generated;german
339,3,leider,Der Zug fällt {{leider}} aus.,frequency;generated;german
340,1,musste,Ich {{musste}} gestern arbeiten.,frequency;generated;german
340,2,musste,Sie {{musste}} lange warten.,frequency;generated;german
340,3,musste,Er {{musste}} laut lachen.,frequency;generated;german
341,1,online,Ich kaufe die Karten {{online}}.,frequency;generated;german
341,2,online,Bist du gerade {{online}}?,frequency;generated;german
341,3,online,Der Kurs findet {{online}} statt.,frequency;generated;german
342,1,stellen,Kannst du die Tasche hierher {{stellen}}?,frequency;generated;german
342,2,stellen,Darf ich eine Frage {{stellen}}?,frequency;generated;german
342,3,stellen,Wir {{stellen}} den Tisch ans Fenster.,frequency;generated;german
343,1,tage,Wir bleiben drei {{Tage}}.,frequency;generated;german
343,2,tage,Die {{Tage}} werden länger.,frequency;generated;german
343,3,tage,Einige {{Tage}} war ich krank.,frequency;generated;german
344,1,unternehmen,Das {{Unternehmen}} sucht Mitarbeiter.,frequency;generated;german
344,2,unternehmen,Was wollen wir morgen {{unternehmen}}?,frequency;generated;german
344,3,unternehmen,Mein Bruder hat ein eigenes {{Unternehmen}}.,frequency;generated;german
345,1,woche,Diese {{Woche}} habe ich frei.,frequency;generated;german
345,2,woche,Wir fahren einmal pro {{Woche}} einkaufen.,frequency;generated;german
345,3,woche,In einer {{Woche}} komme ich zurück.,frequency;generated;german
346,1,würden,Wir {{würden}} gern bleiben.,frequency;generated;german
346,2,würden,Was {{würden}} die Kinder sagen?,frequency;generated;german
346,3,würden,Ohne Auto {{würden}} wir länger brauchen.,frequency;generated;german
347,1,besten,Das sind meine {{besten}} Freunde.,frequency;generated;german
347,2,besten,Am {{besten}} rufst du an.,frequency;generated;german
347,3,besten,Sie hat den {{besten}} Kuchen gebacken.,frequency;generated;german
348,1,bleiben,Wir {{bleiben}} heute zu Hause.,frequency;generated;german
348,2,bleiben,Kannst du kurz hier {{bleiben}}?,frequency;generated;german
348,3,bleiben,Es wird kalt {{bleiben}}.,frequency;generated;german
349,1,daher,Ich bin müde; {{daher}} mache ich eine Pause.,frequency;generated;german
349,2,daher,Das Geräusch kommt {{daher}}.,frequency;generated;german
349,3,daher,Der Laden ist zu; {{daher}} gehen wir weiter.,frequency;generated;german
350,1,grund,Was ist der {{Grund}}?,frequency;generated;german
350,2,grund,Ohne {{Grund}} weint er nicht.,frequency;generated;german
350,3,grund,Der Stein liegt auf dem {{Grund}} des Sees.,frequency;generated;german
351,1,kaum,Ich kann dich {{kaum}} hören.,frequency;generated;german
351,2,kaum,Es ist {{kaum}} noch Brot da.,frequency;generated;german
351,3,kaum,"{{Kaum}} war ich da, begann es zu regnen.",frequency;generated;german
352,1,namen,Wie schreibt man deinen {{Namen}}?,frequency;generated;german
352,2,namen,Ich kenne die {{Namen}} aller Kinder.,frequency;generated;german
352,3,namen,Sie sucht einen {{Namen}} für ihr Baby.,frequency;generated;german
353,1,problem,Ich habe ein {{Problem}}.,frequency;generated;german
353,2,problem,"Kein {{Problem}}, ich helfe dir.",frequency;generated;german
353,3,problem,Das {{Problem}} ist gelöst.,frequency;generated;german
354,1,daran,Denk bitte {{daran}}.,frequency;generated;german
354,2,daran,Was ist {{daran}} so lustig?,frequency;generated;german
354,3,daran,Ich erinnere mich {{daran}}.,frequency;generated;german
355,1,halt,Dann nehmen wir {{halt}} den Bus.,frequency;generated;german
355,2,halt,{{Halt}} bitte meine Tasche.,frequency;generated;german
355,3,halt,Die Schuhe geben guten {{Halt}}.,frequency;generated;german
356,1,nacht,Gute {{Nacht}}!,frequency;generated;german
356,2,nacht,Ich habe die ganze {{Nacht}} gelesen.,frequency;generated;german
356,3,nacht,In der {{Nacht}} war es kalt.,frequency;generated;german
357,1,neu,Mein Handy ist {{neu}}.,frequency;generated;german
357,2,neu,Bist du {{neu}} hier?,frequency;generated;german
357,3,neu,Wir müssen das {{neu}} machen.,frequency;generated;german
358,1,stand,Er {{stand}} vor der Tür.,frequency;generated;german
358,2,stand,Was {{stand}} in dem Brief?,frequency;generated;german
358,3,stand,Wir kaufen Obst am {{Stand}}.,frequency;generated;german
359,1,stunden,Die Fahrt dauert zwei {{Stunden}}.,frequency;generated;german
359,2,stunden,Ich habe acht {{Stunden}} geschlafen.,frequency;generated;german
359,3,stunden,Es sind noch drei {{Stunden}} bis zum Start.,frequency;generated;german
360,1,thema,Das ist ein wichtiges {{Thema}}.,frequency;generated;german
360,2,thema,Wechseln wir das {{Thema}}.,frequency;generated;german
360,3,thema,Welches {{Thema}} hat dein Buch?,frequency;generated;german
361,1,beispiel,Kannst du ein {{Beispiel}} nennen?,frequency;generated;german
361,2,beispiel,"Ich mag Obst, zum {{Beispiel}} Äpfel.",frequency;generated;german
361,3,beispiel,Das ist ein gutes {{Beispiel}} dafür.,frequency;generated;german
362,1,genug,Ich habe {{genug}} gegessen.,frequency;generated;german
362,2,genug,Ist das Wasser warm {{genug}}?,frequency;generated;german
362,3,genug,Wir haben {{genug}} Zeit.,frequency;generated;german
363,1,allein,Ich wohne {{allein}}.,frequency;generated;german
363,2,allein,Lass mich bitte nicht {{allein}}.,frequency;generated;german
363,3,allein,Das kann ich {{allein}} machen.,frequency;generated;german
364,1,dessen,"Das ist Paul, {{dessen}} Hund weggelaufen ist.",frequency;generated;german
364,2,dessen,"Ich kenne den Mann, {{dessen}} Auto hier steht.",frequency;generated;german
364,3,dessen,"Das ist das Haus, {{dessen}} Dach rot ist.",frequency;generated;german
365,1,direkt,Der Bus fährt {{direkt}} zum Bahnhof.,frequency;generated;german
365,2,direkt,Ich wohne {{direkt}} neben der Schule.,frequency;generated;german
365,3,direkt,Frag ihn {{direkt}}.,frequency;generated;german
366,1,echt,Ist der Ring {{echt}}?,frequency;generated;german
366,2,echt,Das war {{echt}} nett.,frequency;generated;german
366,3,echt,Ich bin {{echt}} müde.,frequency;generated;german
367,1,halten,Kannst du kurz die Tasche {{halten}}?,frequency;generated;german
367,2,halten,Die Busse {{halten}} hier.,frequency;generated;german
367,3,halten,Wir müssen unser Versprechen {{halten}}.,frequency;generated;german
368,1,kleinen,Ich habe einen {{kleinen}} Hund.,frequency;generated;german
368,2,kleinen,Wir wohnen in einer {{kleinen}} Wohnung.,frequency;generated;german
368,3,kleinen,Die {{kleinen}} Kinder schlafen.,frequency;generated;german
369,1,schule,Mein Sohn geht zur {{Schule}}.,frequency;generated;german
369,2,schule,Die {{Schule}} beginnt um acht.,frequency;generated;german
369,3,schule,Heute fällt die {{Schule}} aus.,frequency;generated;german
370,1,solche,Ich mag {{solche}} Filme.,frequency;generated;german
370,2,solche,Wo kann man {{solche}} Schuhe kaufen?,frequency;generated;german
370,3,solche,Eine {{solche}} Frage ist schwer.,frequency;generated;german
371,1,zeigt,Sie {{zeigt}} mir den Weg.,frequency;generated;german
371,2,zeigt,Die Uhr {{zeigt}} acht.,frequency;generated;german
371,3,zeigt,Das Bild {{zeigt}} einen Wald.,frequency;generated;german
372,1,überhaupt,Hast du {{überhaupt}} Zeit?,frequency;generated;german
372,2,überhaupt,Das gefällt mir {{überhaupt}} nicht.,frequency;generated;german
372,3,überhaupt,Wie geht das {{überhaupt}}?,frequency;generated;german
373,1,anders,Heute siehst du {{anders}} aus.,frequency;generated;german
373,2,anders,Ich würde das {{anders}} machen.,frequency;generated;german
373,3,anders,Jeder Mensch ist {{anders}}.,frequency;generated;german
374,1,essen,Was möchtest du {{essen}}?,frequency;generated;german
374,2,essen,Das {{Essen}} ist fertig.,frequency;generated;german
374,3,essen,Wir {{essen}} um sieben.,frequency;generated;german
375,1,lang,Die Straße ist zwei Kilometer {{lang}}.,frequency;generated;german
375,2,lang,Ich habe eine Stunde {{lang}} gewartet.,frequency;generated;german
375,3,lang,Der Film ist zu {{lang}}.,frequency;generated;german
376,1,abend,Heute {{Abend}} kommen Freunde.,frequency;generated;german
376,2,abend,Ich wünsche dir einen schönen {{Abend}}.,frequency;generated;german
376,3,abend,Am {{Abend}} lese ich gern.,frequency;generated;german
377,1,dank,{{Dank}} dir bin ich pünktlich.,frequency;generated;german
377,2,dank,Vielen {{Dank}}!,frequency;generated;german
377,3,dank,Ich bin gesund {{dank}} der Behandlung.,frequency;generated;german
378,1,ebenfalls,Ich komme {{ebenfalls}} mit.,frequency;generated;german
378,2,ebenfalls,Ich wünsche dir {{ebenfalls}} alles Gute.,frequency;generated;german
378,3,ebenfalls,Meine Schwester lebt {{ebenfalls}} hier.,frequency;generated;german
379,1,eher,Ich trinke {{eher}} Tee als Kaffee.,frequency;generated;german
379,2,eher,Komm bitte etwas {{eher}}.,frequency;generated;german
379,3,eher,Das ist {{eher}} unwahrscheinlich.,frequency;generated;german
380,1,hinter,Der Garten liegt {{hinter}} dem Haus.,frequency;generated;german
380,2,hinter,Stell dich {{hinter}} mich.,frequency;generated;german
380,3,hinter,Was steckt {{hinter}} dieser Idee?,frequency;generated;german
381,1,mag,Ich {{mag}} dich.,frequency;generated;german
381,2,mag,Sie {{mag}} keinen Kaffee.,frequency;generated;german
381,3,mag,Das {{mag}} stimmen.,frequency;generated;german
382,1,musik,Ich höre gern {{Musik}}.,frequency;generated;german
382,2,musik,Mach die {{Musik}} bitte leiser.,frequency;generated;german
382,3,musik,Mein Bruder studiert {{Musik}}.,frequency;generated;german
383,1,pro,Das kostet zehn Euro {{pro}} Person.,frequency;generated;german
383,2,pro,Ich laufe dreimal {{pro}} Woche.,frequency;generated;german
383,3,pro,Du bekommst zwei Punkte {{pro}} Antwort.,frequency;generated;german
384,1,wasser,Ich hätte gern ein Glas {{Wasser}}.,frequency;generated;german
384,2,wasser,Das {{Wasser}} ist kalt.,frequency;generated;german
384,3,wasser,Die Pflanze braucht {{Wasser}}.,frequency;generated;german
385,1,alten,Ich besuche meinen {{alten}} Freund.,frequency;generated;german
385,2,alten,Wir wohnen in einem {{alten}} Haus.,frequency;generated;german
385,3,alten,Was machst du mit den {{alten}} Schuhen?,frequency;generated;german
386,1,bald,Bis {{bald}}!,frequency;generated;german
386,2,bald,Der Zug kommt {{bald}}.,frequency;generated;german
386,3,bald,"Ich hoffe, du wirst {{bald}} gesund.",frequency;generated;german
387,1,erhalten,Ich habe deinen Brief {{erhalten}}.,frequency;generated;german
387,2,erhalten,Das alte Haus bleibt {{erhalten}}.,frequency;generated;german
387,3,erhalten,Die Kinder {{erhalten}} ein Geschenk.,frequency;generated;german
388,1,junge,Der {{Junge}} spielt im Garten.,frequency;generated;german
388,2,junge,Eine {{junge}} Frau hilft mir.,frequency;generated;german
388,3,junge,Mein Bruder ist noch ein kleiner {{Junge}}.,frequency;generated;german
389,1,lieber,Ich trinke {{lieber}} Tee.,frequency;generated;german
389,2,lieber,Bleib {{lieber}} zu Hause.,frequency;generated;german
389,3,lieber,Er ist ein {{lieber}} Mensch.,frequency;generated;german
390,1,nachdem,"Ich gehe, {{nachdem}} ich gegessen habe.",frequency;generated;german
390,2,nachdem,"{{Nachdem}} es geregnet hatte, kam die Sonne.",frequency;generated;german
390,3,nachdem,"Sie rief an, {{nachdem}} sie angekommen war.",frequency;generated;german
391,1,ort,Das ist ein schöner {{Ort}}.,frequency;generated;german
391,2,ort,Wir treffen uns am gleichen {{Ort}}.,frequency;generated;german
391,3,ort,In diesem {{Ort}} gibt es keinen Bahnhof.,frequency;generated;german
392,1,sofort,Ich komme {{sofort}}.,frequency;generated;german
392,2,sofort,Ruf {{sofort}} einen Arzt.,frequency;generated;german
392,3,sofort,Ich habe ihn {{sofort}} erkannt.,frequency;generated;german
393,1,zweiten,Ich wohne im {{zweiten}} Stock.,frequency;generated;german
393,2,zweiten,Am {{zweiten}} Tag regnete es.,frequency;generated;german
393,3,zweiten,Nimm den {{zweiten}} Weg links.,frequency;generated;german
394,1,aller,Das ist das Beste {{aller}} Zeiten.,frequency;generated;german
394,2,aller,Trotz {{aller}} Probleme bleiben wir.,frequency;generated;german
394,3,aller,Die Namen {{aller}} Gäste stehen hier.,frequency;generated;german
395,1,auto,Mein {{Auto}} ist kaputt.,frequency;generated;german
395,2,auto,Wir fahren mit dem {{Auto}}.,frequency;generated;german
